motif	human_ensembl_gene_id	mouse_ensembl_gene_id	mouse_gene_name
Mcm3	ENSG00000112118	ENSMUSG00000041859	Mcm3
Mcm4	ENSG00000104738	ENSMUSG00000022673	Mcm4
Mcm5	ENSG00000100297	ENSMUSG00000005410	Mcm5
Mcm6	ENSG00000076003	ENSMUSG00000026355	Mcm6
Mcm7	ENSG00000166508	ENSMUSG00000029730	Mcm7
Mcm8	ENSG00000125885	ENSMUSG00000027353	Mcm8
Mcm9	ENSG00000111877	ENSMUSG00000058298	Mcm9
Mcmbp	ENSG00000197771	ENSMUSG00000048170	Mcmbp
Mcph1	ENSG00000147316	ENSMUSG00000039842	Mcph1
Mcrs1	ENSG00000187778	ENSMUSG00000037570	Mcrs1
Mctp1	ENSG00000175471	ENSMUSG00000021596	Mctp1
Mctp2	ENSG00000140563	ENSMUSG00000032776	Mctp2
Mcu	ENSG00000156026	ENSMUSG00000009647	Mcu
Mdc1	ENSG00000137337	ENSMUSG00000061607	Mdc1
Mdfic	ENSG00000135272	ENSMUSG00000041390	Mdfic
Mdga2	ENSG00000139915	ENSMUSG00000034912	Mdga2
Mdh1	ENSG00000014641	ENSMUSG00000020321	Mdh1
Mdk	ENSG00000110492	ENSMUSG00000027239	Mdk
Mdn1	ENSG00000112159	ENSMUSG00000058006	Mdn1
Me1	ENSG00000065833	ENSMUSG00000032418	Me1
Med10	NA	ENSMUSG00000021598	Med10
Med12l	ENSG00000144893	ENSMUSG00000056476	Med12l
Med24	ENSG00000008838	ENSMUSG00000017210	Med24
Med25	ENSG00000104973	ENSMUSG00000002968	Med25
Med28	ENSG00000118579	ENSMUSG00000015804	Med28
Med31	ENSG00000108590	ENSMUSG00000020801	Med31
Med8	ENSG00000159479	ENSMUSG00000006392	Med8
Meg3	NA	ENSMUSG00000021268	Meg3
Megf10	ENSG00000145794	ENSMUSG00000024593	Megf10
Megf11	ENSG00000157890	ENSMUSG00000036466	Megf11
Megf9	ENSG00000106780	ENSMUSG00000039270	Megf9
Mei4	ENSG00000269964	ENSMUSG00000043289	Mei4
Men1	ENSG00000133895	ENSMUSG00000024947	Men1
Mertk	ENSG00000153208	ENSMUSG00000014361	Mertk
Mest	ENSG00000106484	ENSMUSG00000051855	Mest
Met	ENSG00000105976	ENSMUSG00000009376	Met
Metap1d	ENSG00000172878	ENSMUSG00000041921	Metap1d
Mettl15	ENSG00000169519	ENSMUSG00000057234	Mettl15
Mettl18	ENSG00000171806	ENSMUSG00000041396	Mettl18
Mettl25	ENSG00000127720	ENSMUSG00000036009	Mettl25
Mettl4-ps1	NA	ENSMUSG00000079356	Mettl4-ps1
Mex3a	ENSG00000254726	ENSMUSG00000074480	Mex3a
Mex3b	ENSG00000183496	ENSMUSG00000057706	Mex3b
Mex3c	ENSG00000176624	ENSMUSG00000037253	Mex3c
Mfap3l	ENSG00000198948	ENSMUSG00000031647	Mfap3l
Mfhas1	ENSG00000147324	ENSMUSG00000070056	Mfhas1
Mfsd1	ENSG00000118855	ENSMUSG00000027775	Mfsd1
Mfsd10	ENSG00000109736	ENSMUSG00000001082	Mfsd10
Mfsd14a	ENSG00000156875	ENSMUSG00000089911	Mfsd14a
Mgat4a	ENSG00000071073	ENSMUSG00000026110	Mgat4a
Mgat4c	ENSG00000182050	ENSMUSG00000019888	Mgat4c
Mgat5	ENSG00000152127	ENSMUSG00000036155	Mgat5
Mgmt	ENSG00000170430	ENSMUSG00000054612	Mgmt
Mgst1	ENSG00000008394	ENSMUSG00000008540	Mgst1
Miat	NA	ENSMUSG00000097767	Miat
Micall1	ENSG00000100139	ENSMUSG00000033039	Micall1
Mid1	ENSG00000101871	ENSMUSG00000035299	Mid1
Mid2	ENSG00000080561	ENSMUSG00000000266	Mid2
Mif	ENSG00000240972	ENSMUSG00000033307	Mif
Mios	ENSG00000164654	ENSMUSG00000042447	Mios
Mipol1	ENSG00000151338	ENSMUSG00000047022	Mipol1
Mir5136	NA	ENSMUSG00000093314	Mir5136
Mir99ahg	NA	ENSMUSG00000090386	Mir99ahg
Mirg	NA	ENSMUSG00000097391	Mirg
Mis18a	ENSG00000159055	ENSMUSG00000022978	Mis18a
Mis18bp1	ENSG00000129534	ENSMUSG00000047534	Mis18bp1
Mitd1	ENSG00000158411	ENSMUSG00000026088	Mitd1
Mki67	ENSG00000148773	ENSMUSG00000031004	Mki67
Mkrn1	ENSG00000133606	ENSMUSG00000029922	Mkrn1
Mkx	ENSG00000150051	ENSMUSG00000061013	Mkx
Mlec	ENSG00000110917	ENSMUSG00000048578	Mlec
Mllt3	ENSG00000171843	ENSMUSG00000028496	Mllt3
Mllt6	ENSG00000275023	ENSMUSG00000038437	Mllt6
Mmd	ENSG00000108960	ENSMUSG00000003948	Mmd
Mme	ENSG00000196549	ENSMUSG00000027820	Mme
Mmgt1	ENSG00000169446	ENSMUSG00000061273	Mmgt1
Mmp16	ENSG00000156103	ENSMUSG00000028226	Mmp16
Mmp2	ENSG00000087245	ENSMUSG00000031740	Mmp2
Mms22l	ENSG00000146263	ENSMUSG00000045751	Mms22l
Mn1	ENSG00000169184	ENSMUSG00000070576	Mn1
Mnd1	ENSG00000121211	ENSMUSG00000033752	Mnd1
Mns1	ENSG00000138587	ENSMUSG00000032221	Mns1
Mob3b	ENSG00000120162	ENSMUSG00000073910	Mob3b
Mogat2	ENSG00000166391	ENSMUSG00000052396	Mogat2
Mogs	ENSG00000115275	ENSMUSG00000030036	Mogs
Morc4	ENSG00000133131	ENSMUSG00000031434	Morc4
Mospd1	ENSG00000101928	ENSMUSG00000023074	Mospd1
Moxd1	ENSG00000079931	ENSMUSG00000020000	Moxd1
Mphosph10	ENSG00000124383	ENSMUSG00000030521	Mphosph10
Mphosph6	ENSG00000135698	ENSMUSG00000031843	Mphosph6
Mphosph8	ENSG00000196199	ENSMUSG00000079184	Mphosph8
Mpp7	ENSG00000150054	ENSMUSG00000057440	Mpp7
Mpped2	ENSG00000066382	ENSMUSG00000016386	Mpped2
Mpzl1	ENSG00000197965	ENSMUSG00000026566	Mpzl1
Mrfap1	ENSG00000170846	ENSMUSG00000055302	Mrfap1
Mrgbp	ENSG00000101189	ENSMUSG00000027569	Mrgbp
Mrto4	ENSG00000053372	ENSMUSG00000028741	Mrto4
Msantd4	ENSG00000170903	ENSMUSG00000041124	Msantd4
Msh2	ENSG00000095002	ENSMUSG00000024151	Msh2
Msh3	ENSG00000113318	ENSMUSG00000014850	Msh3
Msh5	ENSG00000204410	ENSMUSG00000007035	Msh5
Msh6	ENSG00000116062	ENSMUSG00000005370	Msh6
Msi2	ENSG00000153944	ENSMUSG00000069769	Msi2
Msmo1	ENSG00000052802	ENSMUSG00000031604	Msmo1
Msn	ENSG00000147065	ENSMUSG00000031207	Msn
Msra	ENSG00000175806	ENSMUSG00000054733	Msra
Msrb3	ENSG00000174099	ENSMUSG00000051236	Msrb3
Mta3	ENSG00000057935	ENSMUSG00000055817	Mta3
Mtcl1	ENSG00000168502	ENSMUSG00000052105	Mtcl1
Mtdh	ENSG00000147649	ENSMUSG00000022255	Mtdh
Mthfd1l	ENSG00000120254	ENSMUSG00000040675	Mthfd1l
Mthfd2	ENSG00000065911	ENSMUSG00000005667	Mthfd2
Mthfd2l	ENSG00000163738	ENSMUSG00000029376	Mthfd2l
Mthfs	ENSG00000136371	ENSMUSG00000066442	Mthfs
Mtm1	ENSG00000171100	ENSMUSG00000031337	Mtm1
Mtmr14	ENSG00000163719	ENSMUSG00000030269	Mtmr14
Mtmr7	ENSG00000003987	ENSMUSG00000039431	Mtmr7
Mtss1	ENSG00000170873	ENSMUSG00000022353	Mtss1
Mttp	ENSG00000138823	ENSMUSG00000028158	Mttp
Mtus1	ENSG00000129422	ENSMUSG00000045636	Mtus1
Mtus2	ENSG00000132938	ENSMUSG00000029651	Mtus2
Mtx2	ENSG00000128654	ENSMUSG00000027099	Mtx2
Mutyh	ENSG00000132781	ENSMUSG00000028687	Mutyh
Mxd4	ENSG00000123933	ENSMUSG00000037235	Mxd4
Mxra8	ENSG00000162576	ENSMUSG00000029070	Mxra8
Mybbp1a	ENSG00000132382	ENSMUSG00000040463	Mybbp1a
Mybpc1	ENSG00000196091	ENSMUSG00000020061	Mybpc1
Mycn	ENSG00000134323	ENSMUSG00000037169	Mycn
Myh3	ENSG00000109063	ENSMUSG00000020908	Myh3
Mylip	ENSG00000007944	ENSMUSG00000038175	Mylip
Mylk	ENSG00000065534	ENSMUSG00000022836	Mylk
Myo10	ENSG00000145555	ENSMUSG00000022272	Myo10
Myo16	ENSG00000041515	ENSMUSG00000039057	Myo16
Myo19	ENSG00000278259	ENSMUSG00000020527	Myo19
Myo1d	ENSG00000176658	ENSMUSG00000035441	Myo1d
Myo1e	ENSG00000157483	ENSMUSG00000032220	Myo1e
Myo6	ENSG00000196586	ENSMUSG00000033577	Myo6
Myof	ENSG00000138119	ENSMUSG00000048612	Myof
Naa20	ENSG00000173418	ENSMUSG00000002728	Naa20
Naa30	ENSG00000139977	ENSMUSG00000036282	Naa30
Naa38	ENSG00000183011	ENSMUSG00000059278	Naa38
Naaladl2	ENSG00000177694	ENSMUSG00000102758	Naaladl2
Naca	ENSG00000196531	ENSMUSG00000061315	Naca
Nadk2	ENSG00000152620	ENSMUSG00000022253	Nadk2
Naf1	ENSG00000145414	ENSMUSG00000014907	Naf1
Nagk	ENSG00000124357	ENSMUSG00000034744	Nagk
Nalcn	ENSG00000102452	ENSMUSG00000000197	Nalcn
Nampt	ENSG00000105835	ENSMUSG00000020572	Nampt
Nap1l1	ENSG00000187109	ENSMUSG00000058799	Nap1l1
Napg	ENSG00000134265	ENSMUSG00000024581	Napg
Nasp	ENSG00000132780	ENSMUSG00000028693	Nasp
Nat10	ENSG00000135372	ENSMUSG00000027185	Nat10
Nav2	ENSG00000166833	ENSMUSG00000052512	Nav2
Nav3	ENSG00000067798	ENSMUSG00000020181	Nav3
Nbea	ENSG00000172915	ENSMUSG00000027799	Nbea
Nbeal1	ENSG00000144426	ENSMUSG00000073664	Nbeal1
Ncald	ENSG00000104490	ENSMUSG00000051359	Ncald
Ncam1	ENSG00000149294	ENSMUSG00000039542	Ncam1
Ncam2	ENSG00000154654	ENSMUSG00000022762	Ncam2
Ncapg	ENSG00000109805	ENSMUSG00000015880	Ncapg
Ncapg2	ENSG00000146918	ENSMUSG00000042029	Ncapg2
Ncbp1	ENSG00000136937	ENSMUSG00000028330	Ncbp1
Nckap5	ENSG00000176771	ENSMUSG00000049690	Nckap5
Ncl	ENSG00000115053	ENSMUSG00000026234	Ncl
Ncoa1	ENSG00000084676	ENSMUSG00000020647	Ncoa1
Ncoa7	ENSG00000111912	ENSMUSG00000039697	Ncoa7
Ndc1	ENSG00000058804	ENSMUSG00000028614	Ndc1
Ndnf	ENSG00000173376	ENSMUSG00000049001	Ndnf
Ndst3	ENSG00000164100	ENSMUSG00000027977	Ndst3
Ndst4	ENSG00000138653	ENSMUSG00000027971	Ndst4
Ndufa1	ENSG00000125356	ENSMUSG00000016427	Ndufa1
Ndufa11	ENSG00000174886	ENSMUSG00000002379	Ndufa11
Ndufa12	ENSG00000184752	ENSMUSG00000020022	Ndufa12
Ndufa2	ENSG00000131495	ENSMUSG00000014294	Ndufa2
Ndufa3	ENSG00000170906	ENSMUSG00000035674	Ndufa3
Ndufa4	ENSG00000189043	ENSMUSG00000029632	Ndufa4
Ndufa5	ENSG00000128609	ENSMUSG00000023089	Ndufa5
Ndufa6	ENSG00000184983	ENSMUSG00000022450	Ndufa6
Ndufa7	ENSG00000267855	ENSMUSG00000041881	Ndufa7
Ndufaf2	ENSG00000164182	ENSMUSG00000068184	Ndufaf2
Ndufaf4	ENSG00000123545	ENSMUSG00000028261	Ndufaf4
Ndufb11	ENSG00000147123	ENSMUSG00000031059	Ndufb11
Ndufb2	ENSG00000090266	ENSMUSG00000002416	Ndufb2
Ndufb4	ENSG00000065518	ENSMUSG00000022820	Ndufb4
Ndufb5	ENSG00000136521	ENSMUSG00000027673	Ndufb5
Ndufb6	ENSG00000165264	ENSMUSG00000071014	Ndufb6
Ndufb7	ENSG00000099795	ENSMUSG00000033938	Ndufb7
Ndufb9	ENSG00000147684	ENSMUSG00000022354	Ndufb9
Ndufc1	ENSG00000109390	ENSMUSG00000037152	Ndufc1
Ndufc2	ENSG00000151366	ENSMUSG00000030647	Ndufc2
Ndufs3	ENSG00000213619	ENSMUSG00000005510	Ndufs3
Ndufs6	ENSG00000145494	ENSMUSG00000021606	Ndufs6
Ndufs7	ENSG00000115286	ENSMUSG00000020153	Ndufs7
Neat1	NA	ENSMUSG00000092274	Neat1
Neb	ENSG00000183091	ENSMUSG00000026950	Neb
Nebl	ENSG00000078114	ENSMUSG00000053702	Nebl
Nectin3	ENSG00000177707	ENSMUSG00000022656	Nectin3
Nedd1	ENSG00000139350	ENSMUSG00000019988	Nedd1
Nedd4l	ENSG00000049759	ENSMUSG00000024589	Nedd4l
Nedd8	ENSG00000129559	ENSMUSG00000010376	Nedd8
Nedd9	ENSG00000111859	ENSMUSG00000021365	Nedd9
Negr1	ENSG00000172260	ENSMUSG00000040037	Negr1
Neil3	ENSG00000109674	ENSMUSG00000039396	Neil3
Nek7	ENSG00000151414	ENSMUSG00000026393	Nek7
Nell1	ENSG00000165973	ENSMUSG00000055409	Nell1
Nell2	ENSG00000184613	ENSMUSG00000022454	Nell2
Nemp1	ENSG00000166881	ENSMUSG00000040195	Nemp1
Neo1	ENSG00000067141	ENSMUSG00000032340	Neo1
Neto2	ENSG00000171208	ENSMUSG00000036902	Neto2
Nexn	ENSG00000162614	ENSMUSG00000039103	Nexn
Nfkbiz	ENSG00000144802	ENSMUSG00000035356	Nfkbiz
Nfs1	ENSG00000244005	ENSMUSG00000027618	Nfs1
Nfxl1	ENSG00000170448	ENSMUSG00000072889	Nfxl1
Ngf	ENSG00000134259	ENSMUSG00000027859	Ngf
Nhp2	ENSG00000145912	ENSMUSG00000001056	Nhp2
Nhs	ENSG00000188158	ENSMUSG00000059493	Nhs
Nhsl1	ENSG00000135540	ENSMUSG00000039835	Nhsl1
Nhsl2	ENSG00000204131	ENSMUSG00000079481	Nhsl2
Nid1	ENSG00000116962	ENSMUSG00000005397	Nid1
Nifk	ENSG00000155438	ENSMUSG00000026377	Nifk
Ninl	ENSG00000101004	ENSMUSG00000068115	Ninl
Nip7	ENSG00000132603	ENSMUSG00000031917	Nip7
Nipal2	ENSG00000104361	ENSMUSG00000038879	Nipal2
Nkain2	ENSG00000188580	ENSMUSG00000069670	Nkain2
Nkain3	ENSG00000185942	ENSMUSG00000055761	Nkain3
Nkain4	ENSG00000101198	ENSMUSG00000027574	Nkain4
Nkd2	ENSG00000145506	ENSMUSG00000021567	Nkd2
Nlgn1	ENSG00000169760	ENSMUSG00000063887	Nlgn1
Nln	ENSG00000123213	ENSMUSG00000021710	Nln
Nlrp5-ps	NA	ENSMUSG00000121301	Nlrp5-ps
Nmd3	ENSG00000169251	ENSMUSG00000027787	Nmd3
Nmnat2	ENSG00000157064	ENSMUSG00000042751	Nmnat2
Nmral1	ENSG00000153406	ENSMUSG00000063445	Nmral1
Nmt2	ENSG00000152465	ENSMUSG00000026643	Nmt2
Nnat	NA	ENSMUSG00000067786	Nnat
Noa1	ENSG00000084092	ENSMUSG00000036285	Noa1
Noc2l	ENSG00000188976	ENSMUSG00000095567	Noc2l
Nol4	ENSG00000101746	ENSMUSG00000041923	Nol4
Nol7	ENSG00000225921	ENSMUSG00000063200	Nol7
Nol8	ENSG00000198000	ENSMUSG00000021392	Nol8
Nolc1	ENSG00000166197	ENSMUSG00000015176	Nolc1
Nop10	ENSG00000182117	ENSMUSG00000027133	Nop10
Nop56	ENSG00000101361	ENSMUSG00000027405	Nop56
Nop58	ENSG00000055044	ENSMUSG00000026020	Nop58
Nos1ap	ENSG00000198929	ENSMUSG00000038473	Nos1ap
Notch1	ENSG00000148400	ENSMUSG00000026923	Notch1
Notch3	ENSG00000074181	ENSMUSG00000038146	Notch3
Nova1	ENSG00000139910	ENSMUSG00000021047	Nova1
Nox4	ENSG00000086991	ENSMUSG00000030562	Nox4
Npas3	ENSG00000151322	ENSMUSG00000021010	Npas3
Npc2	ENSG00000119655	ENSMUSG00000021242	Npc2
Npffr2	ENSG00000056291	ENSMUSG00000035528	Npffr2
Npl	ENSG00000135838	ENSMUSG00000042684	Npl
Npm1	NA	ENSMUSG00000057113	Npm1
Npm3	ENSG00000107833	ENSMUSG00000056209	Npm3
Npnt	ENSG00000168743	ENSMUSG00000040998	Npnt
Npr3	ENSG00000113389	ENSMUSG00000022206	Npr3
Nrcam	ENSG00000091129	ENSMUSG00000020598	Nrcam
Nrg1	ENSG00000157168	ENSMUSG00000062991	Nrg1
Nrg3	ENSG00000185737	ENSMUSG00000041014	Nrg3
Nrip1	ENSG00000180530	ENSMUSG00000048490	Nrip1
Nrk	ENSG00000123572	ENSMUSG00000052854	Nrk
Nrp1	ENSG00000099250	ENSMUSG00000025810	Nrp1
Nrp2	ENSG00000118257	ENSMUSG00000025969	Nrp2
Nrxn1	ENSG00000179915	ENSMUSG00000024109	Nrxn1
Nrxn3	ENSG00000021645	ENSMUSG00000066392	Nrxn3
Nsdhl	ENSG00000147383	ENSMUSG00000031349	Nsdhl
Nsmaf	ENSG00000035681	ENSMUSG00000028245	Nsmaf
Nsmce1	ENSG00000169189	ENSMUSG00000030750	Nsmce1
Nsun2	ENSG00000037474	ENSMUSG00000021595	Nsun2
Nsun3	ENSG00000178694	ENSMUSG00000050312	Nsun3
Nsun7	ENSG00000179299	ENSMUSG00000029206	Nsun7
Nt5dc1	ENSG00000178425	ENSMUSG00000039480	Nt5dc1
Nt5dc2	ENSG00000168268	ENSMUSG00000071547	Nt5dc2
Ntf3	ENSG00000185652	ENSMUSG00000049107	Ntf3
Ntm	ENSG00000182667	ENSMUSG00000059974	Ntm
Ntn1	ENSG00000065320	ENSMUSG00000020902	Ntn1
Ntn4	ENSG00000074527	ENSMUSG00000020019	Ntn4
Ntng1	ENSG00000162631	ENSMUSG00000059857	Ntng1
Ntrk2	ENSG00000148053	ENSMUSG00000055254	Ntrk2
Ntrk3	ENSG00000140538	ENSMUSG00000059146	Ntrk3
Nuak1	ENSG00000074590	ENSMUSG00000020032	Nuak1
Nucb2	ENSG00000070081	ENSMUSG00000030659	Nucb2
Nudc	ENSG00000090273	ENSMUSG00000028851	Nudc
Nudcd2	ENSG00000170584	ENSMUSG00000020328	Nudcd2
Nudt1	ENSG00000106268	ENSMUSG00000036639	Nudt1
Nudt4	ENSG00000173598	ENSMUSG00000020029	Nudt4
Nufip2	ENSG00000108256	ENSMUSG00000037857	Nufip2
Nup153	ENSG00000124789	ENSMUSG00000021374	Nup153
Nup210	ENSG00000132182	ENSMUSG00000030091	Nup210
Nup210l	ENSG00000143552	ENSMUSG00000027939	Nup210l
Nup54	ENSG00000138750	ENSMUSG00000034826	Nup54
Nup85	ENSG00000125450	ENSMUSG00000020739	Nup85
Nus1	ENSG00000153989	ENSMUSG00000023068	Nus1
Nusap1	ENSG00000137804	ENSMUSG00000027306	Nusap1
Nxn	ENSG00000167693	ENSMUSG00000020844	Nxn
Nxpe3	ENSG00000144815	ENSMUSG00000075033	Nxpe3
Nxph1	ENSG00000122584	ENSMUSG00000046178	Nxph1
Oard1	ENSG00000124596	ENSMUSG00000040771	Oard1
Oaz1	ENSG00000104904	ENSMUSG00000035242	Oaz1
Odc1	ENSG00000115758	ENSMUSG00000011179	Odc1
Odf2	ENSG00000136811	ENSMUSG00000026790	Odf2
Odf4	NA	ENSMUSG00000032921	Odf4
Ofd1	ENSG00000046651	ENSMUSG00000040586	Ofd1
Ogfrl1	ENSG00000119900	ENSMUSG00000026158	Ogfrl1
Olfm1	ENSG00000130558	ENSMUSG00000026833	Olfm1
Oma1	ENSG00000162600	ENSMUSG00000035069	Oma1
Opa1	ENSG00000198836	ENSMUSG00000038084	Opa1
Opcml	ENSG00000183715	ENSMUSG00000062257	Opcml
Ophn1	ENSG00000079482	ENSMUSG00000031214	Ophn1
Oplah	ENSG00000178814	ENSMUSG00000022562	Oplah
Optn	ENSG00000123240	ENSMUSG00000026672	Optn
Orc1	ENSG00000085840	ENSMUSG00000028587	Orc1
Orc6	ENSG00000091651	ENSMUSG00000031697	Orc6
Osbp	ENSG00000110048	ENSMUSG00000024687	Osbp
Osbpl10	ENSG00000144645	ENSMUSG00000040875	Osbpl10
Osbpl3	ENSG00000070882	ENSMUSG00000029822	Osbpl3
Osbpl6	ENSG00000079156	ENSMUSG00000042359	Osbpl6
Osbpl7	ENSG00000006025	ENSMUSG00000038534	Osbpl7
Osbpl8	ENSG00000091039	ENSMUSG00000020189	Osbpl8
Osgep	ENSG00000092094	ENSMUSG00000006289	Osgep
Osgepl1	ENSG00000128694	ENSMUSG00000026096	Osgepl1
Osgin2	ENSG00000164823	ENSMUSG00000041153	Osgin2
Ost4	ENSG00000228474	ENSMUSG00000038803	Ost4
Ostc	ENSG00000198856	ENSMUSG00000041084	Ostc
Otud4	ENSG00000164164	ENSMUSG00000036990	Otud4
Otud6b	ENSG00000155100	ENSMUSG00000040550	Otud6b
Oxct1	ENSG00000083720	ENSMUSG00000022186	Oxct1
Oxr1	ENSG00000164830	ENSMUSG00000022307	Oxr1
P3h2	ENSG00000090530	ENSMUSG00000038168	P3h2
P3h3	ENSG00000110811	ENSMUSG00000023191	P3h3
P4ha1	ENSG00000122884	ENSMUSG00000019916	P4ha1
P4ha2	ENSG00000072682	ENSMUSG00000018906	P4ha2
P4ha3	ENSG00000149380	ENSMUSG00000051048	P4ha3
P4hb	ENSG00000185624	ENSMUSG00000025130	P4hb
Pa2g4	ENSG00000170515	ENSMUSG00000025364	Pa2g4
Pabpc1	NA	ENSMUSG00000022283	Pabpc1
Pabpc4	ENSG00000090621	ENSMUSG00000011257	Pabpc4
Pabpc4l	ENSG00000254535	ENSMUSG00000090919	Pabpc4l
Pacrg	ENSG00000112530	ENSMUSG00000037196	Pacrg
Pacs1	ENSG00000175115	ENSMUSG00000024855	Pacs1
Pag1	ENSG00000076641	ENSMUSG00000027508	Pag1
Paics	ENSG00000128050	ENSMUSG00000029247	Paics
Paip1	ENSG00000172239	ENSMUSG00000025451	Paip1
Pak1ip1	ENSG00000111845	ENSMUSG00000038683	Pak1ip1
Pak3	ENSG00000077264	ENSMUSG00000031284	Pak3
Pald1	ENSG00000107719	ENSMUSG00000020092	Pald1
Palld	ENSG00000129116	ENSMUSG00000058056	Palld
Pam	ENSG00000145730	ENSMUSG00000026335	Pam
Pamr1	ENSG00000149090	ENSMUSG00000027188	Pamr1
Pan2	ENSG00000135473	ENSMUSG00000005682	Pan2
Pank4	ENSG00000157881	ENSMUSG00000029056	Pank4
Pappa	ENSG00000182752	ENSMUSG00000028370	Pappa
Papss2	ENSG00000198682	ENSMUSG00000024899	Papss2
Paqr8	ENSG00000170915	ENSMUSG00000025931	Paqr8
Pard3b	ENSG00000116117	ENSMUSG00000052062	Pard3b
Parm1	ENSG00000169116	ENSMUSG00000034981	Parm1
Parp8	ENSG00000151883	ENSMUSG00000021725	Parp8
Parpbp	ENSG00000185480	ENSMUSG00000035365	Parpbp
Parva	ENSG00000197702	ENSMUSG00000030770	Parva
Pask	ENSG00000115687	ENSMUSG00000026274	Pask
Pawr	ENSG00000177425	ENSMUSG00000035873	Pawr
Paxip1	ENSG00000157212	ENSMUSG00000002221	Paxip1
Pbld2	ENSG00000108187	ENSMUSG00000020072	Pbld2
Pbrm1	ENSG00000163939	ENSMUSG00000042323	Pbrm1
Pcbd2	ENSG00000132570	ENSMUSG00000021496	Pcbd2
Pcbp1	ENSG00000169564	ENSMUSG00000051695	Pcbp1
Pcbp3	ENSG00000183570	ENSMUSG00000001120	Pcbp3
Pcbp4	ENSG00000090097	ENSMUSG00000023495	Pcbp4
Pcca	ENSG00000175198	ENSMUSG00000041650	Pcca
Pcdh10	ENSG00000138650	ENSMUSG00000049100	Pcdh10
Pcdh11x	ENSG00000099715	ENSMUSG00000034755	Pcdh11x
Pcdh15	ENSG00000150275	ENSMUSG00000052613	Pcdh15
Pcdh17	ENSG00000118946	ENSMUSG00000035566	Pcdh17
Pcdh18	ENSG00000189184	ENSMUSG00000037892	Pcdh18
Pcdh19	ENSG00000165194	ENSMUSG00000051323	Pcdh19
Pcdh7	ENSG00000169851	ENSMUSG00000029108	Pcdh7
Pcdh9	ENSG00000184226	ENSMUSG00000055421	Pcdh9
Pced1b	ENSG00000179715	ENSMUSG00000044250	Pced1b
Pcf11	ENSG00000165494	ENSMUSG00000041328	Pcf11
Pcgf1	ENSG00000115289	ENSMUSG00000069678	Pcgf1
Pcgf5	ENSG00000180628	ENSMUSG00000024805	Pcgf5
Pcgf6	ENSG00000156374	ENSMUSG00000025050	Pcgf6
Pclo	ENSG00000186472	ENSMUSG00000061601	Pclo
Pcna	ENSG00000132646	ENSMUSG00000027342	Pcna
Pcnp	ENSG00000081154	ENSMUSG00000071533	Pcnp
Pcnx3	ENSG00000197136	ENSMUSG00000054874	Pcnx3
Pcnx4	ENSG00000126773	ENSMUSG00000034501	Pcnx4
Pcolce	ENSG00000106333	ENSMUSG00000029718	Pcolce
Pcolce2	ENSG00000163710	ENSMUSG00000015354	Pcolce2
Pcsk2	ENSG00000125851	ENSMUSG00000027419	Pcsk2
Pcsk5	ENSG00000099139	ENSMUSG00000024713	Pcsk5
Pcsk6	ENSG00000140479	ENSMUSG00000030513	Pcsk6
Pcx	ENSG00000173599	ENSMUSG00000024892	Pcx
Pcyt1b	ENSG00000102230	ENSMUSG00000035246	Pcyt1b
Pdcd11	ENSG00000148843	ENSMUSG00000025047	Pdcd11
Pdcd4	ENSG00000150593	ENSMUSG00000024975	Pdcd4
Pdcd5	ENSG00000105185	ENSMUSG00000030417	Pdcd5
Pde10a	ENSG00000112541	ENSMUSG00000023868	Pde10a
Pde1a	ENSG00000115252	ENSMUSG00000059173	Pde1a
Pde1c	ENSG00000154678	ENSMUSG00000004347	Pde1c
Pde3a	ENSG00000172572	ENSMUSG00000041741	Pde3a
Pde3b	ENSG00000152270	ENSMUSG00000030671	Pde3b
Pde4b	ENSG00000184588	ENSMUSG00000028525	Pde4b
Pde4d	ENSG00000113448	ENSMUSG00000021699	Pde4d
Pde4dip	ENSG00000178104	ENSMUSG00000038170	Pde4dip
Pde5a	ENSG00000138735	ENSMUSG00000053965	Pde5a
Pde7a	ENSG00000205268	ENSMUSG00000069094	Pde7a
Pde7b	ENSG00000171408	ENSMUSG00000019990	Pde7b
Pde8b	ENSG00000113231	ENSMUSG00000021684	Pde8b
Pdgfc	ENSG00000145431	ENSMUSG00000028019	Pdgfc
Pdgfd	ENSG00000170962	ENSMUSG00000032006	Pdgfd
Pdgfra	ENSG00000134853	ENSMUSG00000029231	Pdgfra
Pdgfrb	ENSG00000113721	ENSMUSG00000024620	Pdgfrb
Pdhb	ENSG00000168291	ENSMUSG00000021748	Pdhb
Pdhx	ENSG00000110435	ENSMUSG00000010914	Pdhx
Pdia3	ENSG00000167004	ENSMUSG00000027248	Pdia3
Pdia4	ENSG00000155660	ENSMUSG00000025823	Pdia4
Pdia6	ENSG00000143870	ENSMUSG00000020571	Pdia6
Pdk1	ENSG00000152256	ENSMUSG00000006494	Pdk1
Pdlim1	ENSG00000107438	ENSMUSG00000055044	Pdlim1
Pdlim5	ENSG00000163110	ENSMUSG00000028273	Pdlim5
Pdpk1	ENSG00000140992	ENSMUSG00000024122	Pdpk1
Pdzd2	ENSG00000133401	ENSMUSG00000022197	Pdzd2
Pdzd4	ENSG00000067840	ENSMUSG00000002006	Pdzd4
Pdzd8	ENSG00000165650	ENSMUSG00000074746	Pdzd8
Pdzrn3	ENSG00000121440	ENSMUSG00000035357	Pdzrn3
